28, 1, 1, 30, 9, BUBBLE, 7945.250034332275, 0
28, 1, 2, 30, 9, BUBBLE, 1452.1458148956299, 0
28, 1, 3, 30, 9, BUBBLE, 683.5169792175293, 0
28, 1, 4, 30, 9, BUBBLE, 981.4469814300537, 0
28, 1, 5, 30, 9, BUBBLE, 933.089017868042, 0
28, 1, 6, 30, 9, BUBBLE, 680.2029609680176, 0
28, 1, 7, 30, 9, BUBBLE, 1186.110258102417, 0
28, 1, 8, 30, 9, BUBBLE, 548.2418537139893, 0
28, 1, 9, 30, 9, BUBBLE, 999.9475479125977, 0
28, 1, 10, 30, 9, BUBBLE, 882.1568489074707, 0
28, 1, 11, 30, 9, BUBBLE, 647.5389003753662, 0
28, 1, 12, 30, 9, BUBBLE, 866.7550086975098, 0
28, 1, 13, 30, 9, BUBBLE, 1048.5692024230957, 0
28, 1, 14, 30, 9, BUBBLE, 1102.647066116333, 0
28, 1, 15, 30, 9, BUBBLE, 882.3928833007812, 0
28, 1, 1, 30, 12, BUBBLE, 21930.222988128662, 0
28, 1, 2, 30, 12, BUBBLE, 1080.9526443481445, 0
28, 1, 3, 30, 12, BUBBLE, 718.1029319763184, 0
28, 1, 4, 30, 12, BUBBLE, 982.874870300293, 0
28, 1, 5, 30, 12, BUBBLE, 952.5313377380371, 0
28, 1, 6, 30, 12, BUBBLE, 661.5462303161621, 0
28, 1, 7, 30, 12, BUBBLE, 1216.0780429840088, 0
28, 1, 8, 30, 12, BUBBLE, 582.4551582336426, 0
28, 1, 9, 30, 12, BUBBLE, 1049.5028495788574, 0
28, 1, 10, 30, 12, BUBBLE, 665.91477394104, 0
28, 1, 11, 30, 12, BUBBLE, 883.5151195526123, 0
28, 1, 12, 30, 12, BUBBLE, 1447.2057819366455, 0
28, 1, 13, 30, 12, BUBBLE, 1449.74684715271, 0
28, 1, 14, 30, 12, BUBBLE, 1148.4801769256592, 0
28, 1, 15, 30, 12, BUBBLE, 748.3868598937988, 0
28, 1, 1, 30, 18, BUBBLE, 36499.24898147583, 0
28, 1, 2, 30, 18, BUBBLE, 778.3880233764648, 0
28, 1, 3, 30, 18, BUBBLE, 699.8651027679443, 0
28, 1, 4, 30, 18, BUBBLE, 1366.095781326294, 0
28, 1, 5, 30, 18, BUBBLE, 747.1311092376709, 0
28, 1, 6, 30, 18, BUBBLE, 650.486946105957, 0
28, 1, 7, 30, 18, BUBBLE, 1135.085105895996, 0
28, 1, 8, 30, 18, BUBBLE, 581.6230773925781, 0
28, 1, 9, 30, 18, BUBBLE, 898.8180160522461, 0
28, 1, 10, 30, 18, BUBBLE, 865.8030033111572, 0
28, 1, 11, 30, 18, BUBBLE, 599.736213684082, 0
28, 1, 12, 30, 18, BUBBLE, 1083.1928253173828, 0
28, 1, 13, 30, 18, BUBBLE, 882.4160099029541, 0
28, 1, 14, 30, 18, BUBBLE, 997.3759651184082, 0
28, 1, 15, 30, 18, BUBBLE, 901.5321731567383, 0
28, 1, 1, 60, 9, BUBBLE, 49694.72527503967, 0
28, 1, 2, 60, 9, BUBBLE, 1081.9370746612549, 0
28, 1, 3, 60, 9, BUBBLE, 1033.6329936981201, 0
28, 1, 4, 60, 9, BUBBLE, 865.7779693603516, 0
28, 1, 5, 60, 9, BUBBLE, 1384.1321468353271, 0
28, 1, 6, 60, 9, BUBBLE, 648.0638980865479, 0
28, 1, 7, 60, 9, BUBBLE, 1783.9481830596924, 0
28, 1, 8, 60, 9, BUBBLE, 530.4350852966309, 0
28, 1, 9, 60, 9, BUBBLE, 967.3089981079102, 0
28, 1, 10, 60, 9, BUBBLE, 1233.569860458374, 0
28, 1, 11, 60, 9, BUBBLE, 730.6098937988281, 0
28, 1, 12, 60, 9, BUBBLE, 1401.7741680145264, 0
28, 1, 13, 60, 9, BUBBLE, 1064.810037612915, 0
28, 1, 14, 60, 9, BUBBLE, 882.8568458557129, 0
28, 1, 15, 60, 9, BUBBLE, 916.4080619812012, 0
28, 1, 1, 60, 12, BUBBLE, 65362.241983413696, 0
28, 1, 2, 60, 12, BUBBLE, 749.4320869445801, 0
28, 1, 3, 60, 12, BUBBLE, 1096.9898700714111, 0
28, 1, 4, 60, 12, BUBBLE, 1250.4048347473145, 0
28, 1, 5, 60, 12, BUBBLE, 1430.6061267852783, 0
28, 1, 6, 60, 12, BUBBLE, 734.8909378051758, 0
28, 1, 7, 60, 12, BUBBLE, 1384.613275527954, 0
28, 1, 8, 60, 12, BUBBLE, 681.3697814941406, 0
28, 1, 9, 60, 12, BUBBLE, 1183.4869384765625, 0
28, 1, 10, 60, 12, BUBBLE, 1281.7952632904053, 0
28, 1, 11, 60, 12, BUBBLE, 1131.0460567474365, 0
28, 1, 12, 60, 12, BUBBLE, 984.4789505004883, 0
28, 1, 13, 60, 12, BUBBLE, 782.5100421905518, 0
28, 1, 14, 60, 12, BUBBLE, 849.8048782348633, 0
28, 1, 15, 60, 12, BUBBLE, 1080.1682472229004, 0
28, 1, 1, 60, 18, BUBBLE, 80964.28489685059, 0
28, 1, 2, 60, 18, BUBBLE, 846.8070030212402, 0
28, 1, 3, 60, 18, BUBBLE, 863.8079166412354, 0
28, 1, 4, 60, 18, BUBBLE, 967.4208164215088, 0
28, 1, 5, 60, 18, BUBBLE, 947.3569393157959, 0
28, 1, 6, 60, 18, BUBBLE, 1583.2722187042236, 0
28, 1, 7, 60, 18, BUBBLE, 1052.50883102417, 0
28, 1, 8, 60, 18, BUBBLE, 697.8650093078613, 0
28, 1, 9, 60, 18, BUBBLE, 832.7081203460693, 0
28, 1, 10, 60, 18, BUBBLE, 880.6881904602051, 0
28, 1, 11, 60, 18, BUBBLE, 663.8028621673584, 0
28, 1, 12, 60, 18, BUBBLE, 718.8119888305664, 0
28, 1, 13, 60, 18, BUBBLE, 1001.3360977172852, 0
28, 1, 14, 60, 18, BUBBLE, 829.1828632354736, 0
28, 1, 15, 60, 18, BUBBLE, 816.7030811309814, 0
28, 1, 1, 90, 9, BUBBLE, 94545.01605033875, 0
28, 1, 2, 90, 9, BUBBLE, 1132.5831413269043, 0
28, 1, 3, 90, 9, BUBBLE, 931.6480159759521, 0
28, 1, 4, 90, 9, BUBBLE, 1249.1528987884521, 0
28, 1, 5, 90, 9, BUBBLE, 1266.5939331054688, 0
28, 1, 6, 90, 9, BUBBLE, 666.9502258300781, 0
28, 1, 7, 90, 9, BUBBLE, 1030.493974685669, 0
28, 1, 8, 90, 9, BUBBLE, 634.577751159668, 0
28, 1, 9, 90, 9, BUBBLE, 1098.5758304595947, 0
28, 1, 10, 90, 9, BUBBLE, 1064.6390914916992, 0
28, 1, 11, 90, 9, BUBBLE, 767.0803070068359, 0
28, 1, 12, 90, 9, BUBBLE, 916.2387847900391, 0
28, 1, 13, 90, 9, BUBBLE, 784.2209339141846, 0
28, 1, 14, 90, 9, BUBBLE, 1033.1072807312012, 0
28, 1, 15, 90, 9, BUBBLE, 1099.3950366973877, 0
